1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+02,1.500000000000000000e+01,2.249989999999999782e+04,2.499900000000000091e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,2.800000000000000000e+02,1.400000000000000000e+01,1.829324959999999919e+04,2.333240000000000236e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,2.600000000000000000e+02,1.300000000000000000e+01,1.464659280000000035e+04,2.166579999999999927e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,2.400000000000000000e+02,1.200000000000000000e+01,1.151993120000000090e+04,1.999920000000000073e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,2.200000000000000000e+02,1.100000000000000000e+01,8.873266400000000431e+03,1.833259999999999991e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,2.800000000000000000e+02,1.607142857142857295e+01,2.033323999999999796e+04,2.093249600000000100e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,2.640000000000000000e+02,1.484848484848484773e+01,1.660791967999999906e+04,2.007919679999999971e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,6.000000000000000000e+00,2.480000000000000000e+02,1.362903225806451601e+01,1.341059424000000035e+04,1.922589760000000069e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,4.000000000000000000e+00,2.320000000000000000e+02,1.241379310344827580e+01,1.070926496000000043e+04,1.837259839999999940e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,2.000000000000000000e+00,2.160000000000000000e+02,1.120370370370370416e+01,8.471933119999999690e+03,1.751929920000000038e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,1.000000000000000000e+01,2.600000000000000000e+02,1.730769230769230660e+01,1.816657999999999811e+04,1.846592800000000125e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+00,2.480000000000000000e+02,1.580645161290322598e+01,1.492258975999999893e+04,1.810594240000000127e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,2.360000000000000000e+02,1.432203389830508478e+01,1.217459568000000036e+04,1.774595680000000129e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,2.240000000000000000e+02,1.285714285714285765e+01,9.898598719999999958e+03,1.738597120000000132e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+00,2.000000000000000000e+00,2.120000000000000000e+02,1.141509433962264097e+01,8.070599840000000768e+03,1.702598560000000134e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+01,2.400000000000000000e+02,1.875000000000000000e+01,1.599991999999999825e+04,1.719931199999999990e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,8.000000000000000000e+00,2.320000000000000000e+02,1.689655172413793238e+01,1.323725983999999880e+04,1.709264959999999974e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,2.240000000000000000e+02,1.508928571428571352e+01,1.093859712000000036e+04,1.698598719999999958e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,2.160000000000000000e+02,1.333333333333333393e+01,9.087932479999999487e+03,1.687932479999999941e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+00,2.080000000000000000e+02,1.163461538461538503e+01,7.669266560000000027e+03,1.677266239999999925e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+01,2.200000000000000000e+02,2.045454545454545325e+01,1.383325999999999840e+04,1.673266399999999976e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,2.160000000000000000e+02,1.814814814814814881e+01,1.155192991999999867e+04,1.671933119999999917e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,6.000000000000000000e+00,2.120000000000000000e+02,1.594339622641509457e+01,9.702598560000000361e+03,1.670599840000000086e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,2.080000000000000000e+02,1.384615384615384670e+01,8.277266240000000835e+03,1.669266560000000027e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.040000000000000000e+02,1.186274509803921617e+01,7.267933280000000195e+03,1.667933279999999968e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,2.800000000000000000e+02,1.400000000000000000e+01,1.829324959999999919e+04,2.333240000000000236e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,2.600000000000000000e+02,1.300000000000000000e+01,1.464659920000000056e+04,2.166579999999999927e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,2.400000000000000000e+02,1.200000000000000000e+01,1.151994239999999991e+04,1.999920000000000073e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,2.200000000000000000e+02,1.100000000000000000e+01,8.873280800000000454e+03,1.833259999999999991e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+02,1.000000000000000000e+01,6.666615999999999985e+03,1.666600000000000136e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,2.600000000000000000e+02,1.507692307692307665e+01,1.650658959999999934e+04,1.926589600000000019e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,2.440000000000000000e+02,1.385245901639344268e+01,1.326526928000000044e+04,1.841259680000000117e+03
1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,2.280000000000000000e+02,1.263157894736842124e+01,1.051194383999999991e+04,1.755929759999999987e+03
